Incident_ID,Timestamp,District,Zone,Incident_Type,Severity_Level,Priority_Label,Affected_Population,Casualties,Required_Resources,Response_Time_Mins,Status,Reported_By,Report_Channel,Report_Language,Weather_Condition,Has_Photo_Evidence,Has_Video_Evidence,Offline_Submission,Is_Verified,Verified_By,Volunteers_Dispatched,Tasks_Created,Tasks_Completed,Relief_Tokens_Issued,Psych_Support_Needed,Damage_Category,Estimated_Loss_LKR,Is_Monsoon_Season,Month,Hour_Of_Day,Day_Of_Week,Has_Children,Has_Elderly,Has_Disabled
INC-2026-0036,2026-03-24T05:37:44,Nuwara Eliya,WET,Landslide,4,CRITICAL,2187,0,Rescue Teams|Medical Kits,118,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,9,0,2,68,False,MODERATE,0,True,3,3,1,True,False,False
INC-2026-0037,2026-05-29T19:39:05,Badulla,WET,Forest Fire,4,CRITICAL,57,1,Rescue Teams|Medical Kits,108,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,10,2,4,68,False,MODERATE,0,True,5,20,4,False,True,False
INC-2025-0038,2025-12-28T01:52:30,Anuradhapura,WET,Drought,3,HIGH,1392,0,Rescue Teams|Medical Kits,93,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,True,False,True,OFFICER-01,6,2,0,63,False,MODERATE,0,True,12,8,6,True,True,False
INC-2025-0039,2025-05-22T05:44:26,Colombo,WET,Medical Emergency,1,LOW,41,1,Rescue Teams|Medical Kits,67,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,True,False,True,OFFICER-01,8,1,5,60,False,MODERATE,0,True,5,0,3,False,False,False
INC-2025-0040,2025-12-15T02:34:44,Anuradhapura,WET,Drought,2,MEDIUM,535,0,Rescue Teams|Medical Kits,85,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,5,5,3,34,False,MODERATE,0,True,12,15,0,False,True,False
INC-2025-0041,2025-07-15T06:30:15,Nuwara Eliya,WET,Landslide,3,HIGH,1272,7,Rescue Teams|Medical Kits,82,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,4,0,1,37,False,MODERATE,0,True,7,23,1,False,False,False
INC-2025-0042,2025-10-08T07:18:38,Kegalle,WET,High Winds/Cyclone,2,MEDIUM,391,0,Rescue Teams|Medical Kits,77,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,0,4,2,60,False,MODERATE,0,True,10,9,2,True,True,True
INC-2025-0043,2025-12-09T02:56:00,Anuradhapura,WET,Drought,2,MEDIUM,1197,0,Rescue Teams|Medical Kits,34,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,9,2,0,31,False,MODERATE,0,True,12,12,1,False,False,False
INC-2026-0044,2026-03-10T11:14:07,Puttalam,WET,High Winds/Cyclone,2,MEDIUM,413,0,Rescue Teams|Medical Kits,87,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,0,4,5,12,False,MODERATE,0,True,3,14,1,True,False,False
INC-2026-0045,2026-05-01T20:26:43,Matara,WET,High Winds/Cyclone,3,HIGH,208,0,Rescue Teams|Medical Kits,105,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,7,0,5,29,False,MODERATE,0,True,5,14,4,True,True,True
INC-2026-0046,2026-05-01T11:55:32,Kandy,WET,Landslide,4,CRITICAL,1707,13,Rescue Teams|Medical Kits,110,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,4,3,0,59,False,MODERATE,0,True,5,4,4,True,True,False
INC-2026-0047,2026-06-28T11:58:52,Nuwara Eliya,WET,Landslide,1,LOW,1624,0,Rescue Teams|Medical Kits,88,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,0,5,2,73,False,MODERATE,0,True,6,23,6,True,False,False
INC-2026-0048,2026-08-16T17:22:58,Kandy,WET,Flood,3,HIGH,5097,67,Rescue Teams|Medical Kits,67,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,5,5,0,20,False,MODERATE,0,True,8,20,6,False,True,False
INC-2025-0049,2025-11-16T17:37:14,Colombo,WET,Medical Emergency,1,LOW,41,1,Rescue Teams|Medical Kits,120,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,10,4,3,52,False,MODERATE,0,True,11,10,6,True,False,False
INC-2025-0050,2025-05-26T16:47:31,Kandy,WET,Flood,1,LOW,4123,64,Rescue Teams|Medical Kits,92,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,2,2,4,1,False,MODERATE,0,True,5,9,0,False,True,False
INC-2025-0051,2025-03-14T09:32:43,Badulla,WET,Forest Fire,1,LOW,38,0,Rescue Teams|Medical Kits,68,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,7,1,3,70,False,MODERATE,0,True,3,15,4,True,True,False
INC-2025-0052,2025-10-25T22:33:41,Galle,WET,High Winds/Cyclone,1,LOW,98,0,Rescue Teams|Medical Kits,15,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,4,4,84,False,MODERATE,0,True,10,13,5,False,False,False
INC-2025-0053,2025-04-26T10:01:09,Anuradhapura,WET,Drought,3,HIGH,1414,0,Rescue Teams|Medical Kits,64,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,6,0,2,95,False,MODERATE,0,True,4,10,5,True,False,False
INC-2026-0054,2026-07-02T18:24:01,Anuradhapura,WET,Drought,2,MEDIUM,1280,0,Rescue Teams|Medical Kits,27,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,1,4,3,1,False,MODERATE,0,True,7,1,3,False,False,False
INC-2025-0055,2025-11-15T10:33:19,Galle,WET,High Winds/Cyclone,1,LOW,89,1,Rescue Teams|Medical Kits,106,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,8,0,4,8,False,MODERATE,0,True,11,21,5,False,False,False
INC-2026-0056,2026-05-06T05:41:38,Kegalle,WET,High Winds/Cyclone,2,MEDIUM,447,0,Rescue Teams|Medical Kits,20,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,0,2,2,47,False,MODERATE,0,True,5,3,2,True,True,False
INC-2025-0057,2025-04-24T01:37:03,Badulla,WET,Forest Fire,2,MEDIUM,41,0,Rescue Teams|Medical Kits,33,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,7,5,2,58,False,MODERATE,0,True,4,12,3,False,True,True
INC-2026-0058,2026-06-02T22:48:43,Kandy,WET,Landslide,3,HIGH,519,0,Rescue Teams|Medical Kits,103,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,7,2,1,49,False,MODERATE,0,True,6,11,1,False,True,False
INC-2025-0059,2025-03-24T20:09:39,Anuradhapura,WET,Drought,3,HIGH,985,0,Rescue Teams|Medical Kits,114,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,0,4,5,63,False,MODERATE,0,True,3,21,0,True,False,True
INC-2025-0060,2025-06-28T17:43:03,Nuwara Eliya,WET,Landslide,4,CRITICAL,2043,15,Rescue Teams|Medical Kits,97,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,4,3,0,74,False,MODERATE,0,True,6,21,5,True,False,False
INC-2026-0061,2026-07-23T20:10:32,Gampaha,WET,Medical Emergency,1,LOW,18,1,Rescue Teams|Medical Kits,47,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,5,2,14,False,MODERATE,0,True,7,11,3,True,True,False
INC-2025-0062,2025-02-28T11:40:54,Monaragala,WET,Forest Fire,2,MEDIUM,28,0,Rescue Teams|Medical Kits,30,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,5,5,5,86,False,MODERATE,0,True,2,17,4,False,False,False
INC-2026-0063,2026-03-31T00:59:23,Kandy,WET,Landslide,4,CRITICAL,1280,0,Rescue Teams|Medical Kits,96,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,5,3,14,False,MODERATE,0,True,3,17,1,True,True,True
INC-2025-0064,2025-02-05T05:19:32,Galle,WET,High Winds/Cyclone,1,LOW,59,0,Rescue Teams|Medical Kits,84,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,9,5,5,19,False,MODERATE,0,True,2,14,2,True,False,False
INC-2026-0065,2026-05-24T16:37:44,Badulla,WET,Forest Fire,1,LOW,22,0,Rescue Teams|Medical Kits,27,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,5,4,5,45,False,MODERATE,0,True,5,6,6,False,True,False
INC-2025-0066,2025-11-06T05:51:39,Kandy,WET,Flood,3,HIGH,3130,8,Rescue Teams|Medical Kits,46,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,True,False,True,OFFICER-01,9,1,0,97,False,MODERATE,0,True,11,20,3,False,True,False
INC-2026-0067,2026-04-01T10:58:22,Matara,WET,High Winds/Cyclone,3,HIGH,210,0,Rescue Teams|Medical Kits,117,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,1,5,0,16,False,MODERATE,0,True,4,8,2,False,False,False
INC-2025-0068,2025-10-06T06:07:12,Nuwara Eliya,WET,Flood,3,HIGH,4949,3,Rescue Teams|Medical Kits,28,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,8,1,4,5,False,MODERATE,0,True,10,2,0,True,False,False
INC-2025-0069,2025-08-23T06:47:48,Polonnaruwa,WET,Drought,4,CRITICAL,969,0,Rescue Teams|Medical Kits,56,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,2,0,1,35,False,MODERATE,0,True,8,3,5,False,False,False
INC-2025-0070,2025-10-23T20:34:21,Colombo,WET,Medical Emergency,1,LOW,48,0,Rescue Teams|Medical Kits,42,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,7,1,3,43,False,MODERATE,0,True,10,20,3,False,True,False
INC-2025-0071,2025-11-06T16:52:09,Monaragala,WET,Forest Fire,1,LOW,63,0,Rescue Teams|Medical Kits,26,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,True,False,True,OFFICER-01,1,5,5,47,False,MODERATE,0,True,11,21,3,True,True,False
INC-2026-0072,2026-03-09T03:30:08,Galle,WET,High Winds/Cyclone,1,LOW,65,0,Rescue Teams|Medical Kits,21,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,9,2,2,13,False,MODERATE,0,True,3,21,0,True,True,False
INC-2025-0073,2025-06-15T05:44:19,Polonnaruwa,WET,Drought,2,MEDIUM,658,0,Rescue Teams|Medical Kits,113,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,9,5,5,71,False,MODERATE,0,True,6,8,6,True,False,False
INC-2026-0074,2026-04-19T00:29:16,Nuwara Eliya,WET,Flood,1,LOW,5190,35,Rescue Teams|Medical Kits,18,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,8,1,3,53,False,MODERATE,0,True,4,4,6,True,True,True
INC-2025-0075,2025-09-22T18:45:42,Monaragala,WET,Forest Fire,4,CRITICAL,30,0,Rescue Teams|Medical Kits,49,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,10,3,3,77,False,MODERATE,0,True,9,1,0,False,False,True
INC-2025-0076,2025-11-18T16:56:40,Monaragala,WET,Forest Fire,3,HIGH,44,0,Rescue Teams|Medical Kits,91,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,0,1,2,27,False,MODERATE,0,True,11,18,1,True,True,False
INC-2026-0077,2026-08-17T12:59:29,Galle,WET,High Winds/Cyclone,2,MEDIUM,115,0,Rescue Teams|Medical Kits,118,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,False,False,False,True,OFFICER-01,1,3,5,5,False,MODERATE,0,True,8,17,0,True,False,False
INC-2025-0078,2025-01-15T13:22:03,Badulla,WET,Forest Fire,1,LOW,68,0,Rescue Teams|Medical Kits,36,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,7,5,2,11,False,MODERATE,0,True,1,13,2,True,False,False
INC-2025-0079,2025-03-24T05:25:54,Badulla,WET,Forest Fire,1,LOW,41,0,Rescue Teams|Medical Kits,29,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,8,1,2,44,False,MODERATE,0,True,3,7,0,True,False,False
INC-2025-0080,2025-07-03T12:22:14,Galle,WET,High Winds/Cyclone,1,LOW,76,0,Rescue Teams|Medical Kits,87,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,7,5,4,82,False,MODERATE,0,True,7,5,3,False,False,False
INC-2026-0081,2026-05-03T04:10:47,Colombo,WET,Medical Emergency,1,LOW,30,1,Rescue Teams|Medical Kits,22,RESOLVED,CITIZEN,MOBILE_APP,ENGLISH,RAIN,True,False,False,True,OFFICER-01,4,0,5,11,False,MODERATE,0,True,5,11,6,False,False,False
INC-2025-0082,2025-10-26T15:16:22,Polonnaruwa,WET,Drought,2,MEDIUM,973,0,Rescue Teams|Medical Kits,34,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,False,False,True,OFFICER-01,7,0,2,91,False,MODERATE,0,True,10,18,6,False,True,False
INC-2026-0083,2026-01-27T21:28:30,Rathnapura,WET,Flood,3,HIGH,2323,16,Rescue Teams|Medical Kits,58,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,True,False,True,OFFICER-01,9,0,5,82,False,MODERATE,0,True,1,11,1,False,False,False
INC-2025-0084,2025-02-21T04:41:09,Colombo,WET,Medical Emergency,3,HIGH,31,1,Rescue Teams|Medical Kits,54,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,True,False,False,True,OFFICER-01,10,3,1,76,False,MODERATE,0,True,2,4,4,False,False,False
INC-2025-0085,2025-08-29T11:01:28,Rathnapura,WET,Flood,1,LOW,2144,0,Rescue Teams|Medical Kits,69,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,5,0,2,39,False,MODERATE,0,True,8,23,4,False,False,False
INC-2025-0086,2025-06-16T08:50:26,Hambantota,WET,High Winds/Cyclone,2,MEDIUM,93,0,Rescue Teams|Medical Kits,82,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,True,False,False,True,OFFICER-01,10,2,4,16,False,MODERATE,0,True,6,3,0,True,True,True
INC-2025-0087,2025-04-30T19:28:47,Colombo,WET,Building Collapse,2,MEDIUM,40,1,Rescue Teams|Medical Kits,44,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,3,2,3,24,False,MODERATE,0,True,4,14,2,True,False,False
INC-2026-0088,2026-06-11T20:33:20,Gampaha,WET,Medical Emergency,3,HIGH,46,0,Rescue Teams|Medical Kits,21,RESOLVED,CITIZEN,MOBILE_APP,TAMIL,RAIN,False,False,False,True,OFFICER-01,7,2,4,13,False,MODERATE,0,True,6,5,3,True,True,False
INC-2025-0089,2025-04-07T20:09:43,Polonnaruwa,WET,Drought,2,MEDIUM,791,0,Rescue Teams|Medical Kits,59,RESOLVED,CITIZEN,MOBILE_APP,SINHALA,RAIN,False,True,False,True,OFFICER-01,6,0,3,64,False,MODERATE,0,True,4,2,0,True,False,False
